שם היישות,סוג ישות,שם רשמי,שם באנגלית,"מספר ח""פ",מקום מושב הישות,תיאור כללי,מקור - תיאור כללי,שנת הקמה,אתר אינטרנט,זרם,מקור - זרם דתי,תואר - איש,קהל יעד,רקע ומטרות,מקור לרקע ומטרות,,,"מס""ד"
ריאד אגבריה,איש,,,,,"פרופסור ריאד אגבריה
ראש בית הספר לרוקחות באוניברסיטת בן גוריון",,,,,,פרופסור,,,,,,5082
דוד אדלר,איש,,,,,"פרופסור דוד אדלר
משורר וד""ר להנדסה רפואית",,,,,,פרופסור,,,,,,5083
בטי אוליברו,איש,,,,,"פרופסור בטי אוליברו
פרופ' למוזיקה באוניברסיטת בר אילן, מלחינה, כלת פרס א.מ.ת",,,,,,פרופסור,,,,,,5084
מיכה אולמן,איש,,,,,"איש סגל בבצלאל במחלקה לפיסול. אמן, חתן פרס ישראל",,,,,,,,,,,,5085
שמעון אולמן,איש,,,,,"פרופסור שמעון אולמן
איש סגל במכון וייצמן במחלקה למדעי המחשב. פרופ' למדעי המחשב במכון ויצמן, חתן פרס ישראל ופרס א.מ.ת",,,,,,פרופסור,,,,,,5086
חיים (ג'ומס) אורון,איש,,,,,"ח""כ ושר לשעבר מטעם מר""צ",,,,,,,,,,,,5087
נפתלי אור-נר,איש,,,,,,,,,,,,,,,,,5088
ירון אזרחי,איש,,,,,"פרופסור ירון אזרחי
איש סגל באונ 'העברית במחלקה למדע המדינה. פרופ' למדעי המדינה באוניברסיטה העברית",,,,,,פרופסור,,,,,,5089
יהודה אטלס,איש,,,,,סופר. סופר,,,,,,,,,,,,5090
אווה אילוז,איש,,,,,"פרופסור אווה אילוז
איש סגל באונ 'העברית במחלקה לסוציולוגיה. פרופ' לסוציולוגיה באוניברסיטה העברית, כלת פרס א.מ.ת",,,,,,פרופסור,,,,,,5091
איילת אילני,איש,,,,,מרצה במכללת אורנים,,,,,,,,,,,,5092
מהא אל תאג'י,איש,,,,,"דוקטור מהא אל תאג'י
מרצה באוניברסיטת חיפה, חוקרת החברה הפלסטינית הישראלית",,,,,,דוקטור,,,,,,5093
ג'יאהד אל-סאנע,איש,,,,,"פרופסור ג'יאהד אל-סאנע
פרופ' למדעי המחשב באוניברסיטת בן-גוריון בנגב",,,,,,פרופסור,,,,,,5094
חיר אלבז,איש,,,,,"מנכ""ל עמותת אג'יק בנגב",,,,,,,,,,,,5095
עקיבא אלדר,איש,,,,,עיתונאי,,,,,,,,,,,,5096
פייסל אלהוזייל,איש,,,,,"ראש עיריית רהט לשעבר, מנהיג ואיש ציבור",,,,,,,,,,,,5097
סוהיל ג'מיל אלחאג',איש,,,,,,,,,,,,,,,,,5098
אריה אלטמן,איש,,,,,"פרופסור אריה אלטמן
פרופ' בפקולטה לחקלאות מזון וסביבה של האוניברסיטה העברית",,,,,,פרופסור,,,,,,5099
יוסי אליהב,איש,,,,,"בעלים ומנכ""ל אליהב הון בע""מ, יעוץ כלכלי ופיננסי",,,,,,,,,,,,5100
סלימאן אלעמור,איש,,,,,"סמנכ""ל אג'יק באר שבע. תושב כסיפה, יליד 1978. ממלא מזה שנתיים וחצי את תפקיד סמנכ""ל אג'יק –מכון הנגב, החל את עבודתו באג'יק בשנת 2006-7. לפני כניסתו לתפקיד הנוכחי מלא את תפקיד מנהל אוהל המתנדבים. לפני כן, ניהל תוכניות שונות בארגון ומחוצה לו. בוגר תואר שני בתחום מדיניות ציבורית מהאוניברסיטה העברית בירושלים, תואר ראשון בספרות עברית והסטוריה של עם ישראל מאוניברסיטת בן גוריון בנגב. בנוסף בעל תעודת הוראה ממכללת קיי בבאר שבע בתחום החינוך. מזה שנים מעורב בתחומים קהילתיים ופוליטים מקומיים וארציים, מגוונים גם בחברה הערבית וגם פרויקטים משותפים בין החברה הערבית והיהודית בתוך מדינת ישראל. בעל ניסיון עשיר בפיתוח קהילתי פוליטי בר קיימא ומעורב ופעיל מאוד בסוגיות הבוערות של הנגב.",,,,,,,,,,,,5101
עודה אלעמור,איש,,,,,מנהל בית ספר תיכון כסייפה,,,,,,,,,,,,5102
רוגל אלפר,איש,,,,,עיתונאי,,,,,,,,,,,,5103
טאלב אלצאנע,איש,,,,,"עו""ד טאלב אלצאנע
ממייסדי המפלגה הדמוקרטית הערבית, ח""כ לשעבר וחבר הנהגת ועדת המעקב העליונה",,,,,,"עו""ד",,,,,,5104
עליאן אלקרינאוי,איש,,,,,"פרופסור עליאן אלקרינאוי
פרופ' לעבודה סוציאלית באוניברסיטת בן-גוריון ונשיא מכללת אחווה לשעבר",,,,,,פרופסור,,,,,,5105
יוסי אמיתי,איש,,,,,"דוקטור יוסי אמיתי
ד""ר ללימודי המזרח התיכון, מנהל המרכז האקדמי הישראלי בקהיר לשעבר",,,,,,דוקטור,,,,,,5106
דוד אנוך,איש,,,,,"פרופסור דוד אנוך
איש סגל באונ 'העברית במחלקה למשפטים ופילוסופיה. סרבן. פרופ' לפילוסופיה ולמשפטים באוניברסיטה העברית",,,,,,פרופסור,,,,,,5107
רחל אפק,איש,,,,,עורכת ופעילה חברתית,,,,,,,,,,,,5108
ירום אריאב,איש,,,,,יו״ר חברת לביא קפיטל,,,,,,,,,,,,5109
אביגיל ארנהיים,איש,,,,,"מנהלת עמותת מוזיקה ע""ש פליציה בלומנטל, פרפורמרית בתמונע ובבמת מיצג",,,,,,,,,,,,5110
דנצ'ו ארנון,איש,,,,,"צלם, עיתונאי ומורה דרך",,,,,,,,,,,,5111
יזהר באר,איש,,,,,עיתונאי ופעיל חברתי,,,,,,,,,,,,5112
אמנון בארי סוליציאנו,איש,,,,,"מנכ""ל שותף ביוזמות אברהם",,,,,,,,,,,,5113
זידאן בדראן,איש,,,,,ראש מועצה מקומית בסמה לשעבר,,,,,,,,,,,,5114
אברהים בושנאק,איש,,,,,"איש ציבור, כפר מנדא",,,,,,,,,,,,5115
מילאת ביברמן,איש,,,,,עוסקת באמנויות ובביבליותרפיה,,,,,,,,,,,,5116
יוסי ביילין,איש,,,,,"דוקטור יוסי ביילין
ד""ר למדעי המדינה",,,,,,דוקטור,,,,,,5117
יורם בילו,איש,,,,,"פרופסור יורם בילו
איש סגל באונ 'העברית במחלקה לסוציולוגיה ופסיכולוגיה. פרופ' אמריטוס באוניברסיטה העברית, חתן פרס ישראל",,,,,,פרופסור,,,,,,5118
סוזי בכר,איש,,,,,עורכת בפועל Palestine-Israel Journal,,,,,,,,,,,,5119
מחמד בכרי,איש,,,,,שחקן,,,,,,,,,,,,5120
דניאל בלטמן,איש,,,,,"פרופסור דניאל בלטמן
איש סגל באונ 'העברית במחלקה למכון ליהדות זמננו. פרופ' להיסטוריה באוניברסיטה העברית",,,,,,פרופסור,,,,,,5121
מיה בנגל,איש,,,,,עיתונאית ויועצת פוליטית,,,,,,,,,,,,5122
חיים בן שחר,איש,,,,,"פרופסור חיים בן שחר
לשעבר נשיא אוניברסיטת תל אביב; יו""ר ומנכ""ל צ'מנסקי בן-שחר ושות' (חברה בינלאומית לייעוץ כלכלי ועסקי); מילא תפקיד פעיל בעיצוב רפורמות כלכליות חשובות בישראל ומדיניות שיתוף פעולה. נשיא אוניברסיטת ת""א לשעבר",,,,,,פרופסור,,,,,,5123
יגאל בן-נון,איש,,,,,"פרופסור יגאל בן-נון
חוקר מקרא, היסטוריון ואמן רב תחומי",,,,,,פרופסור,,,,,,5124
ברוריה בקר,איש,,,,,מייסדת ומנהלת לשעבר של סל תרבות ארצי,,,,,,,,,,,,5125
טוביק בקר,איש,,,,,"דוקטור טוביק בקר
ד""ר לחישוביות עצבית, יזם היי-טק",,,,,,דוקטור,,,,,,5126
יערה בר-און,איש,,,,,"פרופסור יערה בר-און
נשיאת מכללת אורנים",,,,,,פרופסור,,,,,,5127
דני בר-טל,איש,,,,,"פרופסור דני בר-טל
פרופ' אמריטוס לפסיכולוגיה חברתית בבית הספר לחינוך באוניברסיטת תל אביב",,,,,,פרופסור,,,,,,5128
אלי בר-נביא,איש,,,,,"פרופסור אלי בר-נביא
פרופ' אמריטוס באוניברסיטת תל אביב, שגריר בדימוס",,,,,,פרופסור,,,,,,5129
אילן ברוך,איש,,,,,"פרופסור אילן ברוך
דיפלומט לשעבר; השתתף במשא ומתן על הסכמי אוסלו; הקים את הדסק לענייני האוטונומיה הפלסטינית במשרד החוץ.. שגריר בדימוס",,,,,,פרופסור,,,,,,5130
ז'וזה ברונר,איש,,,,,"פרופסור ז'וזה ברונר
איש סגל באונ 'תל אביב במחלקה להיסטוריה גרמנית ומשפטים. פרופ' אמריטוס בפקולטות למשפטים ומדעי הרוח, אוניברסיטת תל אביב",,,,,,פרופסור,,,,,,5131
רות ברמן,איש,,,,,"פרופסור רות ברמן
פרופ' אמריטה לבלשנות באוניברסיטת תל אביב, כלת פרס א.מ.ת",,,,,,פרופסור,,,,,,5132
רון ברקאי,איש,,,,,"פרופסור רון ברקאי
איש סגל באונ 'תל אביב במחלקה להיסטוריה. פרופ׳ אמריטוס להיסטוריה באוניברסיטת תל אביב. עו""ד, בוגר תכנית המנהלים לתואר שני במדיניות ציבורית בהצטיינות מהאוניברסיטה העברית. רון מביא עמו ניסיון רב בארגונים לשינוי חברתי עם מגוון רחב של קבוצות וקהילות וניסיון פוליטי בהובלת קמפיינים מקומיים וארציים. בין היתר, כיהן כראש מטה השר לענייני מיעוטים וכמנכ""ל שותף בחצר הנשית העובדת עם נערות ונשים החיות בעוני. בשנים האחרונות, רון עוסק גם בפיתוח ארגוני ומקצועי של עמותות וארגונים לשינוי חברתי תוך הובלת שיתופי פעולה רב מגזריים.",,,,,,פרופסור,,,,,,5133
עודה בשאראת,איש,,,,,"עודה בשאראת נולד למשפחה שמקורה מכפר מעלול שנהרס ב-1948. כיום הוא חי בכפר יפיע שבגליל יחד עם אשתו ושלושת ילדיו. בשאראת הוא פעיל חברתי מזה שנים רבות, בהתחלה כראש הוועד הארצי לתלמידי התיכון הערבים ואז כראש ועד הסטודנטים הערבים באוניברסיטת חיפה. הוא פעיל במספר תנועות ערביות-יהודיות, שימש בעבר כמזכ""ל חד""ש ומאז שנת 2011 מפרסם טורי דעה קבועים בעיתון ""הארץ"". ספרו הראשון, ""חוצות ביתוניא"", יצא לאור בשנת 2009 בהוצאת עם עובד. הוא עובד על ספר שני בשם ""דוניא"", שעתיד לראות אור במהלך 2017.. סופר ופובליציסט",,,,,,,,,,,,5134
רידא ג'אבר,איש,,,,,"עו""ד רידא ג'אבר
",,,,,,"עו""ד",,,,,,5135
דני ג'משי,איש,,,,,איש היי-טק,,,,,,,,,,,,5136
חנוך גוטפרוינד,איש,,,,,"פרופסור חנוך גוטפרוינד
כיהן כרקטור וכנשיא האוניברסיטה העברית; אחראי אקדמי על ארכיון איינשטיין; יו""ר עמותת ""בשער - קהילה אקדמית למען החברה בישראל. פרופ' לפיסיקה, נשיא האוניברסיטה העברית לשעבר",,,,,,פרופסור,,,,,,5137
עמירם גולדבלום,איש,,,,,"פרופסור עמירם גולדבלום
איש סגל באונ 'העברית במחלקה לביוטכנולוגיה. ממייסדי ""שלום עכשיו"" ודובר לשעבר של הארגון; ממייסדי הקרן ע""ש ישראלה גולדבלום; מרצה לכימיה פרמצבטית במכון למדעי התרופה של האוניברסיטה העברית. פרופ' לכימיה באוניברסיטה העברית",,,,,,פרופסור,,,,,,5138
עודד גולדרייך,איש,,,,,"פרופסור עודד גולדרייך
פרופ' למדעי המחשב במכון ויצמן",,,,,,פרופסור,,,,,,5139
דליה גולומב,איש,,,,,פעילה חברתית,,,,,,,,,,,,5140
גליה גולן,איש,,,,,"פרופסור גליה גולן
איש סגל באונ 'העברית במחלקה ללימודי ממשל. פרופ' למדעי המדינה במרכז",,,,,,פרופסור,,,,,,5141
בינתחומי הרצליה,איש,,,,,,,,,,,,,,,,,5142
כרמי גילון,איש,,,,,"ראש השב""כ לשעבר",,,,,,,,,,,,5143
יצחק גלנור,איש,,,,,"פרופסור יצחק גלנור
פרופסור אמריטוס בקתדרה למדעי המדינה ע""ש הרברט סמואל באוניברסיטה העברית בירושלים ויו""ר האגודה הישראלית למדע המדינה, ועמית בכיר במכון ואן ליר בירושלים. פרופ' למדעי המדינה באוניברסיטה העברית",,,,,,פרופסור,,,,,,5144
